"Zone";"Date";"Region";"Prov";"nMortal";"nGraveInj";"nMinorInj";"nInv";"nPedest";"nBikes";"nMotor";"Vel";"Escaped";"Weather";"TrafficInf";"WeatherInf";"LightInf";"VisionInf";"Intersect";"Surface";"DayGroup";"HourGroup";"AccType"
"Urban";2012-11-15;"Baix Llobregat";"Barcelona";0;1;0;2;1;0;1;"100";"No";"Good";"No";"No";"No";"No";"Arriving";"Dry&Clean";"Weekday";"Afternoon";"RunOver"
"Road";2012-05-26;"Osona";"Barcelona";0;1;1;3;0;0;2;"UnknownVel";"No";"Good";"No";"No";"No";"No";"InSection";"Dry&Clean";"Weekend";"Morning";"Vehicle/sHitVehicle/s"
"Road";2012-06-27;"Maresme";"Barcelona";0;1;0;2;0;0;2;"60";"No";"Good";"No";"No";"No";"No";"Inside";"Dry&Clean";"Weekday";"Night";"Rollover"
"Urban";2012-02-18;"Valles Occidental";"Barcelona";0;1;3;5;4;0;1;"100";"No";"Good";"No";"No";"No";"No";"InSection";"Dry&Clean";"Weekend";"Night";"Other"
"Urban";2012-09-14;"Maresme";"Barcelona";0;1;0;2;1;0;1;"30";"No";"Good";"No";"No";"No";"No";"Inside";"Dry&Clean";"Weekday";"Morning";"RunOver"
"Road";2012-05-15;"Valles Oriental";"Barcelona";0;1;0;2;0;0;2;"50";"No";"Good";"No";"No";"No";"No";"Inside";"Dry&Clean";"Weekday";"Night";"Vehicle/sHitVehicle/s"
"Road";2012-07-24;"Valles Oriental";"Barcelona";0;1;0;2;0;0;2;"100";"No";"Good";"No";"No";"No";"No";"InSection";"Wet";"Weekday";"Afternoon";"Vehicle/sHitVehicle/s"
"Road";2012-04-27;"Alt Emporda";"Girona";0;1;0;1;0;0;1;"UnknownVel";"No";"Good";"No";"No";"No";"No";"InSection";"Dry&Clean";"Weekend";"Afternoon";"NARoadExit"
"Urban";2012-06-16;"Selva";"Girona";4;0;0;2;0;0;2;"50";"No";"Good";"No";"No";"No";"No";"Inside";"Dry&Clean";"Weekend";"Afternoon";"NARoadExit"
"Road";2012-07-14;"Bages";"Barcelona";0;1;0;1;0;0;1;"100";"No";"Good";"No";"No";"No";"No";"InSection";"Dry&Clean";"Weekend";"Afternoon";"NARoadExit"
"Road";2012-10-13;"Alt Camp";"Tarragona";0;1;0;1;0;0;1;"UnknownVel";"No";"Good";"No";"No";"No";"No";"InSection";"Dry&Clean";"Weekend";"Afternoon";"NARoadExit"
"Road";2012-08-04;"Alt Urgell";"Lleida";0;1;0;1;0;0;1;"100";"No";"Good";"No";"No";"No";"No";"InSection";"Dry&Clean";"Weekend";"Morning";"Rollover"
"Urban";2012-03-20;"Baix Llobregat";"Barcelona";0;1;0;2;0;0;2;"100";"No";"Good";"No";"No";"No";"No";"InSection";"Dry&Clean";"Weekday";"Morning";"Vehicle/sHitVehicle/s"
"Road";2012-09-06;"Garrotxa";"Girona";1;0;0;2;1;0;1;"100";"No";"Good";"No";"No";"No";"No";"InSection";"Dry&Clean";"Weekday";"Afternoon";"RunOver"
"Urban";2012-06-20;"Barcelones";"Barcelona";0;1;0;2;0;0;2;"100";"No";"Good";"No";"No";"No";"No";"InSection";"Dry&Clean";"Weekday";"Morning";"Vehicle/sHitVehicle/s"
"Road";2012-01-15;"Barcelones";"Barcelona";1;0;0;1;0;0;1;"100";"No";"Good";"No";"No";"No";"No";"InSection";"Dry&Clean";"Weekend";"Morning";"Other"
"Urban";2012-01-24;"Barcelones";"Barcelona";0;1;0;3;0;0;3;"100";"No";"Good";"No";"No";"No";"No";"InSection";"Dry&Clean";"Weekday";"Afternoon";"Vehicle/sHitVehicle/s"
"Urban";2012-11-13;"Barcelones";"Barcelona";0;1;0;2;1;0;1;"100";"No";"Good";"No";"No";"No";"No";"Inside";"Dry&Clean";"Weekday";"Morning";"RunOver"
"Urban";2012-07-31;"Barcelones";"Barcelona";0;1;1;2;1;0;1;"100";"No";"Good";"No";"No";"No";"No";"InSection";"Dry&Clean";"Weekday";"Night";"RunOver"
"Road";2012-10-18;"Baix Llobregat";"Barcelona";0;1;0;2;0;0;2;"100";"No";"Good";"No";"No";"No";"No";"InSection";"Dry&Clean";"Weekday";"Morning";"Vehicle/sHitVehicle/s"
"Urban";2012-05-25;"Baix Llobregat";"Barcelona";0;1;0;2;0;0;2;"100";"No";"Good";"No";"No";"No";"No";"InSection";"Dry&Clean";"Weekday";"Morning";"Vehicle/sHitVehicle/s"
"Urban";2012-07-11;"Barcelones";"Barcelona";0;1;0;2;1;0;1;"UnknownVel";"No";"Good";"No";"No";"No";"UnknownVisionInf";"Inside";"Dry&Clean";"Weekday";"Night";"RunOver"
"Urban";2012-04-03;"Garraf";"Barcelona";0;1;0;2;1;0;1;"100";"No";"Good";"No";"No";"No";"No";"Inside";"Dry&Clean";"Weekday";"Afternoon";"Rollover"
"Urban";2012-09-18;"Valles Oriental";"Barcelona";0;1;0;2;0;0;2;"100";"No";"Good";"No";"No";"No";"No";"InSection";"Dry&Clean";"Weekday";"Morning";"Vehicle/sHitVehicle/s"
"Urban";2012-07-30;"Baix Camp";"Tarragona";0;1;2;2;0;0;2;"100";"No";"Good";"No";"No";"No";"No";"Inside";"Dry&Clean";"Weekday";"Morning";"Vehicle/sHitVehicle/s"
"Urban";2012-06-14;"Alt Camp";"Tarragona";0;1;0;2;0;0;2;"100";"No";"Good";"No";"No";"No";"No";"Arriving";"Dry&Clean";"Weekday";"Morning";"Rollover"
"Road";2012-06-02;"Tarragones";"Tarragona";1;0;2;3;0;0;3;"100";"No";"Good";"No";"No";"No";"No";"InSection";"Dry&Clean";"Weekend";"Afternoon";"VehicleHitObstacle"
"Road";2012-12-24;"Selva";"Girona";0;1;0;1;0;0;1;"50";"No";"WeakRain";"No";"Yes";"No";"No";"InSection";"Dry&Clean";"Weekday";"Night";"NARoadExit"
"Road";2012-09-11;"Bages";"Barcelona";0;1;4;2;0;0;2;"60";"No";"Good";"No";"No";"No";"No";"Inside";"Dry&Clean";"Weekday";"Afternoon";"Vehicle/sHitVehicle/s"
"Urban";2012-07-19;"Barcelones";"Barcelona";0;1;0;2;0;0;2;"100";"No";"Good";"No";"No";"No";"No";"Inside";"Dry&Clean";"Weekday";"Morning";"Vehicle/sHitVehicle/s"
"Urban";2012-04-19;"Barcelones";"Barcelona";0;1;0;2;1;0;1;"UnknownVel";"No";"Good";"No";"No";"No";"No";"InSection";"Dry&Clean";"Weekday";"Morning";"RunOver"
"Road";2012-11-24;"Valles Oriental";"Barcelona";0;1;0;2;1;0;1;"50";"No";"Good";"No";"No";"No";"No";"Inside";"Dry&Clean";"Weekend";"Morning";"RunOver"
"Road";2012-11-25;"Baix Camp";"Tarragona";0;1;0;1;0;0;1;"UnknownVel";"No";"Good";"No";"No";"No";"No";"InSection";"Dry&Clean";"Weekend";"Morning";"Other"
"Urban";2012-09-07;"Valles Occidental";"Barcelona";0;1;0;1;0;0;1;"100";"No";"Good";"No";"No";"No";"No";"InSection";"Dry&Clean";"Weekday";"Night";"Other"
"Urban";2012-07-11;"Valles Occidental";"Barcelona";0;1;0;2;0;0;2;"100";"No";"Good";"No";"No";"No";"No";"Inside";"Dry&Clean";"Weekday";"Afternoon";"Vehicle/sHitVehicle/s"
"Road";2012-06-16;"Maresme";"Barcelona";0;1;0;2;0;1;1;"100";"No";"Good";"No";"No";"No";"No";"Inside";"Dry&Clean";"Weekend";"Afternoon";"Vehicle/sHitVehicle/s"
"Urban";2012-11-25;"Barcelones";"Barcelona";1;3;0;3;0;0;3;"100";"Yes";"Good";"No";"No";"No";"No";"Inside";"Dry&Clean";"Weekend";"Morning";"Vehicle/sHitVehicle/s"
"Road";2012-07-26;"Osona";"Barcelona";0;1;0;1;0;0;1;"60";"No";"Good";"No";"No";"No";"No";"InSection";"Dry&Clean";"Weekday";"Afternoon";"NARoadExit"
"Road";2013-09-03;"Baix Llobregat";"Barcelona";0;1;1;2;0;1;1;"60";"No";"Good";"No";"No";"No";"No";"InSection";"Dry&Clean";"Weekday";"Afternoon";"Vehicle/sHitVehicle/s"
"Road";2013-12-31;"Moianes";"Barcelona";0;1;0;1;0;0;1;"UnknownVel";"No";"Good";"No";"No";"No";"No";"InSection";"Dry&Clean";"Weekday";"Morning";"NARoadExit"
"Urban";2013-01-05;"Baix Llobregat";"Barcelona";0;1;0;2;0;0;1;"UnknownVel";"No";"Good";"No";"No";"No";"No";"InSection";"Dry&Clean";"Weekend";"Night";"VehicleHitObstacle"
"Urban";2013-04-07;"Barcelones";"Barcelona";0;1;0;2;1;0;1;"100";"No";"Good";"No";"No";"No";"No";"Inside";"Dry&Clean";"Weekend";"Night";"RunOver"
"Road";2013-11-22;"Alt Urgell";"Lleida";0;1;0;1;0;0;1;"100";"No";"Good";"No";"No";"No";"No";"InSection";"Dry&Clean";"Weekend";"Afternoon";"NARoadExit"
"Urban";2013-03-06;"Barcelones";"Barcelona";0;1;0;2;1;0;1;"100";"No";"WeakRain";"No";"No";"No";"No";"Inside";"Wet";"Weekday";"Morning";"RunOver"
"Urban";2013-12-24;"Barcelones";"Barcelona";0;1;1;2;0;0;2;"100";"No";"Good";"No";"No";"No";"No";"Inside";"Dry&Clean";"Weekday";"Afternoon";"Vehicle/sHitVehicle/s"
"Road";2013-01-26;"Selva";"Girona";0;1;1;1;0;0;1;"50";"No";"Good";"No";"No";"No";"No";"InSection";"Dry&Clean";"Weekend";"Night";"NARoadExit"
"Urban";2013-06-07;"Valles Occidental";"Barcelona";0;1;0;2;1;0;1;"100";"No";"Good";"No";"No";"No";"No";"InSection";"Dry&Clean";"Weekday";"Morning";"RunOver"
"Urban";2013-06-25;"Maresme";"Barcelona";0;1;0;2;0;0;2;"UnknownVel";"UnknownEscaped";"Good";"No";"No";"No";"No";"Inside";"Dry&Clean";"Weekday";"Afternoon";"Vehicle/sHitVehicle/s"
"Urban";2013-06-08;"Ribera d'Ebre";"Tarragona";0;1;0;2;0;0;2;"100";"No";"Good";"No";"No";"No";"No";"InSection";"Dry&Clean";"Weekend";"Afternoon";"Vehicle/sHitVehicle/s"
"Urban";2013-07-20;"Barcelones";"Barcelona";0;1;1;2;0;0;2;"100";"No";"Good";"No";"No";"No";"No";"InSection";"Dry&Clean";"Weekend";"Morning";"Vehicle/sHitVehicle/s"
"Road";2013-09-19;"Maresme";"Barcelona";0;2;0;2;0;0;2;"60";"No";"Good";"No";"No";"No";"No";"Inside";"Dry&Clean";"Weekday";"Afternoon";"Vehicle/sHitVehicle/s"
"Road";2013-05-17;"Bages";"Barcelona";1;2;0;4;0;0;4;"100";"No";"WeakRain";"No";"Yes";"No";"No";"InSection";"Dry&Clean";"Weekend";"Night";"VehicleHitObstacle"
"Urban";2013-09-18;"Barcelones";"Barcelona";0;1;0;2;0;1;1;"100";"No";"Good";"No";"No";"No";"No";"InSection";"Dry&Clean";"Weekday";"Morning";"Vehicle/sHitVehicle/s"
"Road";2013-03-27;"Ribera d'Ebre";"Tarragona";0;1;0;2;0;0;2;"100";"No";"WeakRain";"No";"No";"No";"Yes";"InSection";"Dry&Clean";"Weekday";"Afternoon";"Vehicle/sHitVehicle/s"
"Urban";2013-04-21;"Barcelones";"Barcelona";0;1;1;2;1;0;1;"UnknownVel";"UnknownEscaped";"Good";"No";"No";"No";"UnknownVisionInf";"InSection";"Dry&Clean";"Weekend";"Afternoon";"RunOver"
"Road";2013-08-08;"Tarragones";"Tarragona";0;1;3;3;0;0;2;"UnknownVel";"No";"Good";"No";"No";"No";"No";"InSection";"Dry&Clean";"Weekday";"Afternoon";"Vehicle/sHitVehicle/s"
"Urban";2013-10-17;"Barcelones";"Barcelona";0;1;0;2;0;0;2;"100";"No";"Good";"No";"No";"No";"No";"Inside";"Dry&Clean";"Weekday";"Morning";"Vehicle/sHitVehicle/s"
"Road";2013-01-07;"Baix Ebre";"Tarragona";0;1;1;2;0;0;2;"100";"No";"Good";"No";"No";"No";"No";"InSection";"Dry&Clean";"Weekday";"Afternoon";"Vehicle/sHitVehicle/s"
"Urban";2013-11-11;"Baix Llobregat";"Barcelona";0;1;0;2;1;0;1;"UnknownVel";"UnknownEscaped";"Good";"No";"No";"No";"UnknownVisionInf";"Inside";"Dry&Clean";"Weekday";"Morning";"RunOver"
"Road";2013-12-29;"Tarragones";"Tarragona";0;1;0;2;1;0;1;"100";"No";"Good";"No";"No";"Yes";"No";"InSection";"Dry&Clean";"Weekend";"Morning";"RunOver"
"Urban";2013-05-13;"Barcelones";"Barcelona";0;1;0;2;0;0;2;"UnknownVel";"No";"Good";"No";"No";"No";"No";"Inside";"Dry&Clean";"Weekday";"Night";"Vehicle/sHitVehicle/s"
"Urban";2013-05-04;"Barcelones";"Barcelona";0;1;1;2;1;0;1;"100";"No";"Good";"No";"No";"No";"No";"Inside";"Dry&Clean";"Weekend";"Afternoon";"RunOver"
"Urban";2013-12-13;"Baix Emporda";"Girona";0;1;0;2;1;0;1;"50";"No";"Good";"No";"No";"No";"No";"Arriving";"Dry&Clean";"Weekday";"Morning";"RunOver"
"Road";2013-06-28;"Ripolles";"Girona";0;1;0;1;0;1;0;"30";"No";"Good";"No";"No";"No";"No";"InSection";"Dry&Clean";"Weekday";"Morning";"Rollover"
"Road";2013-01-31;"Alt Emporda";"Girona";1;1;1;4;0;0;4;"100";"No";"Good";"No";"No";"No";"No";"InSection";"Dry&Clean";"Weekday";"Morning";"NARoadExit"
"Road";2013-03-02;"Garrotxa";"Girona";0;1;1;2;0;0;2;"100";"No";"Good";"No";"No";"No";"No";"InSection";"Dry&Clean";"Weekend";"Night";"NARoadExit"
"Road";2013-04-05;"Osona";"Barcelona";0;1;0;2;0;0;2;"UnknownVel";"No";"Good";"No";"No";"No";"No";"InSection";"Dry&Clean";"Weekend";"Afternoon";"Vehicle/sHitVehicle/s"
"Road";2013-09-03;"Alt Emporda";"Girona";0;1;1;2;0;0;2;"60";"No";"Good";"No";"No";"No";"No";"Arriving";"Dry&Clean";"Weekday";"Afternoon";"Vehicle/sHitVehicle/s"
"Urban";2013-06-10;"Baix Llobregat";"Barcelona";0;1;0;2;0;1;1;"100";"No";"Good";"No";"No";"No";"No";"Inside";"Dry&Clean";"Weekday";"Morning";"Vehicle/sHitVehicle/s"
"Urban";2013-04-07;"Osona";"Barcelona";0;1;0;2;1;0;1;"UnknownVel";"No";"Good";"No";"No";"No";"UnknownVisionInf";"InSection";"Wet";"Weekend";"Afternoon";"RunOver"
"Urban";2013-09-27;"Valles Occidental";"Barcelona";0;1;0;2;1;0;1;"100";"No";"Good";"No";"No";"No";"No";"Inside";"Dry&Clean";"Weekday";"Morning";"RunOver"
"Road";2013-08-04;"Baix Penedes";"Tarragona";0;4;0;1;0;0;1;"30";"No";"Good";"No";"No";"No";"No";"InSection";"Dry&Clean";"Weekend";"Morning";"NARoadExit"
"Urban";2013-08-27;"Baix Llobregat";"Barcelona";0;1;0;2;1;0;1;"100";"No";"Good";"No";"No";"No";"No";"InSection";"Dry&Clean";"Weekday";"Afternoon";"RunOver"
"Road";2013-09-12;"Maresme";"Barcelona";0;1;0;2;0;0;2;"40";"No";"Good";"No";"No";"No";"No";"Inside";"Dry&Clean";"Weekday";"Afternoon";"Vehicle/sHitVehicle/s"
"Urban";2013-02-26;"Barcelones";"Barcelona";0;1;0;2;0;0;2;"100";"Yes";"Good";"No";"No";"No";"No";"Inside";"Dry&Clean";"Weekday";"Afternoon";"Vehicle/sHitVehicle/s"
"Urban";2013-11-12;"Osona";"Barcelona";0;1;0;2;1;0;1;"50";"No";"Good";"No";"No";"No";"No";"InSection";"Dry&Clean";"Weekday";"Afternoon";"RunOver"
"Road";2013-11-15;"Baix Llobregat";"Barcelona";0;1;0;3;0;0;3;"100";"No";"Good";"No";"No";"No";"No";"Arriving";"Dry&Clean";"Weekday";"Morning";"Vehicle/sHitVehicle/s"
"Road";2013-10-15;"Alt Emporda";"Girona";0;3;0;2;0;0;2;"UnknownVel";"No";"Good";"No";"No";"No";"No";"InSection";"Dry&Clean";"Weekday";"Night";"Vehicle/sHitVehicle/s"
"Urban";2013-12-23;"Barcelones";"Barcelona";0;1;0;3;0;0;3;"100";"No";"Good";"No";"No";"No";"No";"InSection";"Dry&Clean";"Weekday";"Afternoon";"Vehicle/sHitVehicle/s"
"Urban";2013-02-03;"Baix Llobregat";"Barcelona";0;1;0;2;1;0;1;"100";"No";"Good";"No";"No";"No";"No";"InSection";"Dry&Clean";"Weekend";"Afternoon";"RunOver"
"Urban";2013-07-01;"Barcelones";"Barcelona";0;1;0;2;0;0;2;"100";"No";"Good";"No";"No";"No";"No";"Inside";"Dry&Clean";"Weekday";"Morning";"Vehicle/sHitVehicle/s"
"Road";2013-02-18;"Urgell";"Lleida";0;1;0;2;1;0;1;"50";"Yes";"Good";"No";"No";"No";"No";"InSection";"Dry&Clean";"Weekday";"Afternoon";"RunOver"
"Urban";2013-03-06;"Alt Penedes";"Barcelona";0;1;0;2;1;0;1;"UnknownVel";"No";"Good";"No";"No";"No";"No";"Inside";"Dry&Clean";"Weekday";"Afternoon";"RunOver"
"Road";2013-06-27;"Segarra";"Lleida";1;0;0;2;0;0;2;"100";"No";"Good";"No";"No";"Yes";"No";"InSection";"Dry&Clean";"Weekday";"Night";"Vehicle/sHitVehicle/s"
"Urban";2013-02-20;"Baix Llobregat";"Barcelona";0;1;0;2;1;0;1;"UnknownVel";"No";"Good";"No";"No";"No";"No";"InSection";"Dry&Clean";"Weekday";"Morning";"RunOver"
"Urban";2013-04-23;"Barcelones";"Barcelona";0;1;2;6;2;0;4;"100";"No";"Good";"No";"No";"No";"No";"Inside";"Dry&Clean";"Weekday";"Afternoon";"RunOver"
"Urban";2013-10-12;"Baix Llobregat";"Barcelona";2;4;1;2;0;0;2;"UnknownVel";"No";"Good";"No";"No";"No";"UnknownVisionInf";"InSection";"Dry&Clean";"Weekend";"Afternoon";"Vehicle/sHitVehicle/s"
"Urban";2013-07-17;"Baix Llobregat";"Barcelona";0;1;0;2;1;0;1;"UnknownVel";"No";"Good";"No";"No";"No";"UnknownVisionInf";"InSection";"Dry&Clean";"Weekday";"Afternoon";"RunOver"
"Urban";2013-09-16;"Barcelones";"Barcelona";0;1;0;1;0;0;1;"100";"No";"Good";"No";"No";"No";"No";"Inside";"Dry&Clean";"Weekday";"Night";"VehicleHitObstacle"
"Urban";2013-12-04;"Barcelones";"Barcelona";0;1;0;2;1;0;1;"100";"No";"Good";"No";"No";"No";"Yes";"Inside";"Dry&Clean";"Weekday";"Morning";"RunOver"
"Road";2013-05-12;"Segria";"Lleida";0;1;2;2;0;0;2;"100";"No";"Good";"No";"No";"No";"No";"Inside";"Dry&Clean";"Weekend";"Morning";"Vehicle/sHitVehicle/s"
"Urban";2013-06-11;"Selva";"Girona";0;1;1;3;2;0;1;"UnknownVel";"No";"Good";"No";"No";"No";"UnknownVisionInf";"Inside";"Dry&Clean";"Weekday";"Morning";"RunOver"
"Urban";2013-07-05;"Baix Llobregat";"Barcelona";0;1;0;2;1;0;1;"100";"No";"Good";"No";"No";"No";"No";"InSection";"Dry&Clean";"Weekday";"Afternoon";"RunOver"
"Road";2013-09-08;"Bages";"Barcelona";0;1;0;1;0;0;1;"50";"No";"Good";"No";"No";"No";"No";"InSection";"Dry&Clean";"Weekend";"Afternoon";"NARoadExit"
"Urban";2013-12-13;"Valles Occidental";"Barcelona";0;1;0;2;1;0;1;"100";"No";"Good";"No";"No";"No";"No";"InSection";"Dry&Clean";"Weekday";"Morning";"RunOver"
"Urban";2013-05-24;"Barcelones";"Barcelona";0;1;0;2;0;0;2;"100";"No";"Good";"No";"No";"No";"No";"Inside";"Dry&Clean";"Weekday";"Morning";"Vehicle/sHitVehicle/s"
"Urban";2013-07-16;"Barcelones";"Barcelona";0;1;0;2;0;0;2;"100";"No";"Good";"No";"No";"No";"No";"InSection";"Dry&Clean";"Weekday";"Morning";"Vehicle/sHitVehicle/s"
"Urban";2013-02-12;"Valles Occidental";"Barcelona";0;1;0;2;0;0;2;"30";"No";"Good";"No";"No";"No";"No";"Inside";"Dry&Clean";"Weekday";"Afternoon";"Vehicle/sHitVehicle/s"
"Road";2013-05-24;"Osona";"Barcelona";0;1;0;2;0;0;2;"UnknownVel";"No";"Good";"No";"No";"No";"No";"InSection";"Dry&Clean";"Weekday";"Morning";"Vehicle/sHitVehicle/s"
"Road";2013-04-25;"Bages";"Barcelona";0;1;1;2;0;0;2;"60";"No";"WeakRain";"No";"No";"No";"No";"Arriving";"Dry&Clean";"Weekday";"Morning";"Vehicle/sHitVehicle/s"
"Road";2013-04-27;"Baix Llobregat";"Barcelona";0;1;2;4;0;0;4;"60";"No";"StrongRain";"No";"Yes";"No";"No";"InSection";"Dry&Clean";"Weekend";"Morning";"Vehicle/sHitVehicle/s"
"Urban";2013-05-08;"Bages";"Barcelona";0;1;0;2;1;0;1;"UnknownVel";"No";"Good";"No";"No";"No";"No";"InSection";"Dry&Clean";"Weekday";"Morning";"RunOver"
"Road";2013-04-16;"Baix Llobregat";"Barcelona";0;1;0;2;1;0;1;"100";"No";"Good";"No";"No";"No";"No";"InSection";"Dry&Clean";"Weekday";"Morning";"RunOver"
"Urban";2013-05-07;"Tarragones";"Tarragona";0;1;1;2;1;0;1;"UnknownVel";"UnknownEscaped";"Good";"No";"No";"No";"UnknownVisionInf";"InSection";"Dry&Clean";"Weekday";"Afternoon";"RunOver"
"Urban";2013-10-23;"Barcelones";"Barcelona";0;1;0;1;0;0;1;"UnknownVel";"No";"Good";"No";"No";"No";"No";"InSection";"Dry&Clean";"Weekday";"Afternoon";"VehicleHitObstacle"
"Road";2013-09-03;"Alt Emporda";"Girona";0;1;0;2;0;0;2;"40";"No";"Good";"No";"No";"No";"No";"Inside";"Dry&Clean";"Weekday";"Morning";"Vehicle/sHitVehicle/s"
"Urban";2013-12-03;"Barcelones";"Barcelona";0;1;1;2;0;0;2;"100";"No";"Good";"No";"No";"No";"No";"Inside";"Dry&Clean";"Weekday";"Morning";"Vehicle/sHitVehicle/s"
"Urban";2013-01-27;"Barcelones";"Barcelona";0;1;0;2;0;0;2;"30";"No";"WeakRain";"No";"No";"No";"No";"Inside";"Wet";"Weekend";"Night";"Vehicle/sHitVehicle/s"
"Urban";2013-08-01;"Garrotxa";"Girona";0;1;0;2;0;1;1;"100";"No";"Good";"No";"No";"No";"No";"Inside";"Dry&Clean";"Weekday";"Afternoon";"Vehicle/sHitVehicle/s"
"Urban";2013-04-22;"Anoia";"Barcelona";0;1;0;2;0;0;2;"50";"No";"Good";"No";"No";"No";"UnknownVisionInf";"Inside";"Dry&Clean";"Weekday";"Afternoon";"Vehicle/sHitVehicle/s"
"Urban";2013-03-14;"Valles Oriental";"Barcelona";0;1;1;2;1;0;1;"100";"No";"Good";"No";"No";"Yes";"No";"InSection";"Dry&Clean";"Weekday";"Morning";"RunOver"
"Urban";2013-04-12;"Baix Camp";"Tarragona";0;1;0;1;0;1;0;"100";"No";"Good";"No";"No";"No";"No";"InSection";"Dry&Clean";"Weekday";"Morning";"Other"
"Urban";2013-05-03;"Valles Occidental";"Barcelona";0;1;1;2;0;0;2;"40";"No";"Good";"No";"No";"No";"No";"Inside";"Dry&Clean";"Weekend";"Afternoon";"Vehicle/sHitVehicle/s"
"Urban";2013-03-11;"Segria";"Lleida";1;0;1;2;0;0;2;"UnknownVel";"No";"WeakRain";"No";"No";"No";"UnknownVisionInf";"InSection";"Wet";"Weekday";"Night";"Vehicle/sHitVehicle/s"
"Urban";2013-01-14;"Baix Llobregat";"Barcelona";0;2;0;2;0;0;2;"UnknownVel";"No";"Good";"No";"No";"No";"UnknownVisionInf";"Inside";"Dry&Clean";"Weekday";"Morning";"Vehicle/sHitVehicle/s"
"Urban";2013-06-16;"Noguera";"Lleida";0;1;0;2;1;0;1;"100";"No";"Good";"No";"No";"No";"No";"InSection";"Flooded";"Weekend";"Morning";"RunOver"
"Road";2013-12-22;"Noguera";"Lleida";0;1;1;3;0;0;3;"100";"No";"Good";"No";"No";"Yes";"No";"InSection";"Dry&Clean";"Weekend";"Morning";"Vehicle/sHitVehicle/s"
"Urban";2013-10-02;"Valles Oriental";"Barcelona";0;1;0;2;1;0;1;"100";"No";"Good";"No";"No";"No";"No";"InSection";"Dry&Clean";"Weekday";"Afternoon";"RunOver"
"Road";2013-05-27;"Baix Camp";"Tarragona";0;1;2;5;0;0;5;"80";"No";"WeakRain";"No";"Yes";"No";"No";"InSection";"Dry&Clean";"Weekday";"Night";"VehicleHitObstacle"
"Road";2013-10-03;"Montsia";"Tarragona";0;2;0;2;0;0;2;"100";"No";"Good";"No";"No";"No";"No";"InSection";"Dry&Clean";"Weekday";"Afternoon";"Vehicle/sHitVehicle/s"
"Urban";2013-12-01;"Osona";"Barcelona";0;1;0;2;1;0;1;"UnknownVel";"No";"Good";"No";"No";"No";"UnknownVisionInf";"Inside";"Dry&Clean";"Weekend";"Morning";"RunOver"
"Road";2013-08-11;"Maresme";"Barcelona";0;1;2;2;0;0;2;"100";"No";"Good";"No";"No";"No";"No";"InSection";"Dry&Clean";"Weekend";"Night";"Vehicle/sHitVehicle/s"
"Urban";2013-07-08;"Tarragones";"Tarragona";0;1;0;2;1;0;1;"100";"No";"Good";"No";"No";"No";"No";"InSection";"Dry&Clean";"Weekday";"Afternoon";"RunOver"
"Urban";2013-07-06;"Segria";"Lleida";0;1;0;2;0;0;2;"100";"Yes";"Good";"No";"No";"No";"No";"InSection";"Dry&Clean";"Weekend";"Morning";"Vehicle/sHitVehicle/s"
"Urban";2013-09-10;"Maresme";"Barcelona";0;1;0;2;0;0;2;"UnknownVel";"No";"Good";"No";"No";"No";"No";"Inside";"Dry&Clean";"Weekday";"Night";"Vehicle/sHitVehicle/s"
"Urban";2013-12-19;"Baix Llobregat";"Barcelona";0;1;0;2;1;0;1;"30";"No";"WeakRain";"No";"Yes";"No";"UnknownVisionInf";"InSection";"Wet";"Weekday";"Afternoon";"RunOver"
"Urban";2013-10-30;"Baix Llobregat";"Barcelona";0;1;0;2;1;0;1;"UnknownVel";"UnknownEscaped";"Good";"No";"No";"No";"UnknownVisionInf";"Inside";"Dry&Clean";"Weekday";"Morning";"RunOver"
"Urban";2013-03-22;"Baix Llobregat";"Barcelona";0;1;0;2;0;0;2;"100";"No";"Good";"No";"No";"No";"No";"InSection";"Dry&Clean";"Weekend";"Night";"Vehicle/sHitVehicle/s"
"Road";2013-09-20;"Alt Emporda";"Girona";0;1;0;2;0;0;2;"100";"No";"Good";"No";"No";"No";"No";"InSection";"Dry&Clean";"Weekday";"Morning";"Vehicle/sHitVehicle/s"
"Urban";2013-08-06;"Alt Camp";"Tarragona";0;1;0;2;0;0;2;"40";"No";"Good";"No";"No";"No";"No";"InSection";"Dry&Clean";"Weekday";"Afternoon";"Vehicle/sHitVehicle/s"
"Road";2013-09-30;"Baix Llobregat";"Barcelona";0;1;0;1;0;0;1;"40";"No";"Good";"No";"No";"No";"No";"InSection";"Dry&Clean";"Weekday";"Afternoon";"Rollover"
"Urban";2013-09-18;"Montsia";"Tarragona";0;1;0;2;1;0;1;"40";"No";"Good";"No";"No";"No";"No";"InSection";"Dry&Clean";"Weekday";"Morning";"RunOver"
"Road";2013-07-11;"Valles Oriental";"Barcelona";0;1;1;2;0;0;2;"100";"No";"Good";"No";"Yes";"No";"No";"InSection";"Dry&Clean";"Weekday";"Afternoon";"Vehicle/sHitVehicle/s"
"Urban";2013-04-20;"Barcelones";"Barcelona";0;1;0;2;0;0;2;"UnknownVel";"No";"Good";"No";"No";"No";"No";"InSection";"Dry&Clean";"Weekend";"Afternoon";"Vehicle/sHitVehicle/s"
"Urban";2013-09-03;"Bages";"Barcelona";0;1;0;2;1;1;0;"100";"No";"Good";"No";"No";"No";"No";"InSection";"Dry&Clean";"Weekday";"Afternoon";"RunOver"
